9.054519957693236976e-02,6.911124864131544809e-01,2.207145361448922816e-01,-7.105538610291683987e-02,-2.578703891193073749e-01,-7.196917986577928694e-01
7.441728024958087218e-02,7.680964495060212949e-01,2.062313223571818066e-01,-7.494135053920200629e-02,-2.551486033116657781e-01,-6.937359089018876324e-01
6.788891274654762498e-02,7.903056141314558358e-01,1.991701346894355629e-01,-7.582816288176914832e-02,-2.520370698547774180e-01,-6.782128658727883952e-01
6.696457561183759288e-02,7.798329179934959665e-01,1.965559799288806031e-01,-7.551287541263790315e-02,-2.488299594555232197e-01,-6.689222949058946099e-01
6.607929975760523655e-02,7.695942450367917465e-01,1.939393526992017613e-01,-7.502914644754089812e-02,-2.456556968844439415e-01,-6.599251272973880589e-01
6.516340435704152945e-02,7.594823471951276384e-01,1.913761742531562837e-01,-7.446198342382756574e-02,-2.425195770881382606e-01,-6.511385028077140147e-01
6.433503458649812712e-02,7.494088340181572772e-01,1.888440359638666743e-01,-7.384979668599415958e-02,-2.394181848446853278e-01,-6.425471633737861454e-01
6.347034502147057278e-02,7.396604686087565605e-01,1.863457917884768500e-01,-7.320782260658320606e-02,-2.363551516141962072e-01,-6.340610292241123380e-01
6.264752525205770362e-02,7.299362562737068405e-01,1.838289553427499834e-01,-7.255330979774118894e-02,-2.333214664043433972e-01,-6.257347311551602065e-01
6.185052759739254058e-02,7.202420101366099336e-01,1.813852947242109714e-01,-7.187795580462519318e-02,-2.303265855186540367e-01,-6.175521329579630736e-01
6.095683172343874245e-02,7.107653834217242395e-01,1.790337877903322994e-01,-7.118399718671719612e-02,-2.273732712362731556e-01,-6.094547309417329695e-01
6.013232088161553357e-02,7.013143032926704157e-01,1.766665992083443215e-01,-7.048965191027740940e-02,-2.244502454418212944e-01,-6.014945518973126015e-01
5.932694811079175512e-02,6.920912304861457365e-01,1.743596125193773716e-01,-6.978860722314737808e-02,-2.215647289877856474e-01,-5.936265266021185649e-01
5.848131338730584022e-02,6.830828331047704705e-01,1.720568817005144746e-01,-6.908605216396362936e-02,-2.187113776356073291e-01,-5.858369893690693608e-01
5.771348472245281525e-02,6.741997558958316983e-01,1.697352430874699836e-01,-6.839247551309661499e-02,-2.158870952668636711e-01,-5.781540140307513953e-01
5.690008927360681174e-02,6.654371216590296845e-01,1.675267875635969572e-01,-6.768520717956878763e-02,-2.131044366468276274e-01,-5.705622117476943922e-01
5.608068183235350584e-02,6.567913814553134610e-01,1.653367875111326768e-01,-6.698325135300700617e-02,-2.103559711153870082e-01,-5.630642626479857027e-01
5.536889024034172269e-02,6.481721401401399074e-01,1.631429045184006610e-01,-6.628703523427623145e-02,-2.076347788706034148e-01,-5.556888249715072892e-01
5.466164232358965841e-02,6.396700986852347226e-01,1.609705203670442897e-01,-6.558818642736988225e-02,-2.049457128381249882e-01,-5.484041946431484904e-01
5.397278097872466873e-02,6.311860167444310887e-01,1.588301479812946337e-01,-6.489355754318648639e-02,-2.022865445923870409e-01,-5.412195306215547008e-01
5.328453987808716430e-02,6.229186100865253817e-01,1.567064447278678774e-01,-6.420117850060962084e-02,-1.996612627156507669e-01,-5.341136883045698447e-01
5.262486237171188491e-02,6.146695594286092357e-01,1.546169282099559283e-01,-6.351294094318760131e-02,-1.970681880451386203e-01,-5.271060888154918134e-01
5.188787909093595108e-02,6.065301758473241600e-01,1.525858493433220608e-01,-6.282655960671329476e-02,-1.945142114932470467e-01,-5.201672937554659981e-01
5.117537672513153973e-02,5.985087461855677082e-01,1.505834501820698390e-01,-6.214471385088109201e-02,-1.919897988273238654e-01,-5.133153699583902219e-01
5.047924428983839584e-02,5.907045900303077302e-01,1.486047063032442661e-01,-6.147078099746910995e-02,-1.894952798107275294e-01,-5.065345670502258146e-01
4.981835091109232394e-02,5.830187261299689672e-01,1.466575400454669387e-01,-6.080667270223020365e-02,-1.870307818165757863e-01,-4.998346308390100856e-01
4.913337044184865054e-02,5.753407155268064344e-01,1.446832759676082159e-01,-6.014952296464737974e-02,-1.845980726480715983e-01,-4.932370494693313345e-01
4.848349964149224062e-02,5.677807782236927725e-01,1.427444174642018837e-01,-5.950170098140933339e-02,-1.821947634325967180e-01,-4.867150744501723691e-01
4.788631403034567663e-02,5.602397281709170507e-01,1.408478147995507745e-01,-5.885590699713592888e-02,-1.798190322279567266e-01,-4.802980586006525554e-01
4.721791556551782620e-02,5.530087526948020971e-01,1.390034505304923451e-01,-5.821573951818508064e-02,-1.774803701611503415e-01,-4.739231844205515354e-01
4.664243069635347350e-02,5.456940497372518850e-01,1.371134031824275679e-01,-5.758402335107320330e-02,-1.751602804882304854e-01,-4.676717953769405356e-01
4.601732948204299151e-02,5.384905449307529901e-01,1.352907303769522729e-01,-5.695865881446461609e-02,-1.728773410233170604e-01,-4.615018789673722699e-01
4.545666770904566861e-02,5.313060795113753176e-01,1.335141829392706703e-01,-5.633714177472925327e-02,-1.706192652094568607e-01,-4.554270754006838895e-01
4.486706082147314673e-02,5.243295914587401407e-01,1.317037272648418633e-01,-5.573134139630630396e-02,-1.683915760073803614e-01,-4.494001981911541210e-01
4.424378104175472753e-02,5.173651293322277800e-01,1.299686391371975558e-01,-5.512307548754734332e-02,-1.661999188457394250e-01,-4.434707015576155320e-01
4.368336538023352700e-02,5.105193699124549456e-01,1.282769374443027133e-01,-5.452482137407736046e-02,-1.640298209360069315e-01,-4.376193851996922346e-01
4.311194179060951620e-02,5.037827156761151004e-01,1.265584297584741724e-01,-5.393854685300963209e-02,-1.618891721154333552e-01,-4.318410326773132746e-01
4.250525138345791210e-02,4.971580151671867731e-01,1.249116689483276699e-01,-5.335516813981567436e-02,-1.597814211927707784e-01,-4.261357995950918465e-01
4.199023365436590355e-02,4.906492573326607931e-01,1.232144284312107485e-01,-5.278729112639467258e-02,-1.576885352450041189e-01,-4.205213382889154694e-01
4.145019541087646697e-02,4.841527991869257197e-01,1.215960922080788487e-01,-5.222229781887563482e-02,-1.556278364848376894e-01,-4.149855920637573470e-01
4.090847017500948146e-02,4.777662172203500091e-01,1.199526220746291449e-01,-5.167087296693233939e-02,-1.535944741503734168e-01,-4.095291971940073217e-01
4.033901376196543515e-02,4.714919685211786948e-01,1.183835013366822675e-01,-5.112957250175513557e-02,-1.515947038852492879e-01,-4.041321754917233111e-01
3.976648187556697939e-02,4.653276500465169385e-01,1.167912981873744926e-01,-5.059970854097971954e-02,-1.496205071512214935e-01,-3.988105140473810484e-01
3.927989016203673606e-02,4.591823613491168299e-01,1.152553379668237732e-01,-5.007382465450550130e-02,-1.476622938376586924e-01,-3.935958874721680600e-01
3.879466946796285981e-02,4.531472150953908540e-01,1.136973157937870849e-01,-4.956906797898905093e-02,-1.457299538328055699e-01,-3.884412840848334714e-01
3.829502401907125542e-02,4.472250379632677353e-01,1.122147650917986739e-01,-4.906982889145331678e-02,-1.438256788787787566e-01,-3.833579744164186121e-01
3.780433034275917231e-02,4.414135416368812348e-01,1.107100810691064585e-01,-4.859012680592841860e-02,-1.419461268084470096e-01,-3.783490540456493356e-01
3.730128842519399995e-02,4.357151033094486259e-01,1.092822708294534928e-01,-4.812478918643268988e-02,-1.400947801660810954e-01,-3.734077488910715337e-01
3.682186398632135427e-02,4.299279374484921701e-01,1.078417858635443288e-01,-4.767246809859105455e-02,-1.382668359448353812e-01,-3.685754068370033498e-01
3.635888988490719453e-02,4.242520133332708943e-01,1.063793863718408422e-01,-4.724355900016015408e-02,-1.364599724376936996e-01,-3.638145459183040886e-01
3.589797763888895321e-02,4.186899128540456094e-01,1.049929665459051753e-01,-4.682791436409783348e-02,-1.346787665399127865e-01,-3.591320996594156711e-01
3.537460127634344670e-02,4.132348373187718082e-01,1.036024516077357210e-01,-4.642598107611664582e-02,-1.329308298808267730e-01,-3.545073078852174486e-01
3.489992929200368132e-02,4.077927814145012597e-01,1.021903477165563706e-01,-4.600447041821615485e-02,-1.311975074125540652e-01,-3.499650160661668674e-01
3.445401852904984852e-02,4.024659457427822717e-01,1.008509922508835505e-01,-4.554216868564935766e-02,-1.294784513367656931e-01,-3.454446193554691624e-01
3.395300385061141013e-02,3.971466819685031124e-01,9.951195062165543725e-02,-4.502330028403218887e-02,-1.277858944593033563e-01,-3.409374190495255141e-01
3.347757453184323218e-02,3.919394411705920955e-01,9.815268128824940208e-02,-4.446573965381428462e-02,-1.261074360475323841e-01,-3.364556193720119603e-01
