2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,-2.999999999999999889e-01,-2.999999999999999889e-01,-2.999999999999999889e-01,-2.999999999999999889e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.987045454545454670e-01,1.963855608412170273e-01,1.981018742503286856e-01,-3.499999999999999639e-03,-1.767999999999999849e-01,-4.499999999999999556e-01,-1.955999999999999961e-01,-2.940999999999999726e-01,-4.789999999999999813e-02,-1.171000000000000096e-01,-6.890000000000000291e-02,-9.609999999999999098e-02,0.000000000000000000e+00
1.974337662337662391e-01,1.948150138219773564e-01,1.966457324391289729e-01,-7.400000000000000328e-03,-7.259999999999998399e-02,-5.999999999999999778e-01,-1.275999999999999912e-01,-2.878999999999999893e-01,-5.249999999999999806e-02,-1.894000000000000128e-01,-9.410000000000000309e-02,-1.477999999999999869e-01,0.000000000000000000e+00
1.961321428571428660e-01,1.940498641142590630e-01,1.953210688082386570e-01,-1.130000000000000102e-02,1.460000000000002962e-02,-7.381999999999999673e-01,-8.609999999999998210e-02,-2.817000000000000060e-01,-3.899999999999999301e-02,-2.454000000000000070e-01,-1.016999999999999987e-01,-1.826999999999999735e-01,0.000000000000000000e+00
1.947750000000000037e-01,1.936309196164548718e-01,1.940130499701791522e-01,-1.500000000000000118e-02,9.040000000000003588e-02,-8.477000000000000091e-01,-6.189999999999998281e-02,-2.757000000000000006e-01,-1.669999999999999263e-02,-2.957000000000000184e-01,-1.014000000000000040e-01,-2.109999999999999654e-01,0.000000000000000000e+00
1.933561688311688231e-01,1.933805771669405427e-01,1.926882783825871470e-01,-1.839999999999999969e-02,1.593000000000000527e-01,-9.392000000000000348e-01,-4.869999999999997942e-02,-2.699000000000000288e-01,1.060000000000000872e-02,-3.441000000000000170e-01,-9.710000000000000575e-02,-2.363999999999999713e-01,0.000000000000000000e+00
1.918879870129870102e-01,1.932306587661435926e-01,1.913354341855123542e-01,-2.160000000000000114e-02,2.234000000000000430e-01,-1.017700000000000049e+00,-4.359999999999997905e-02,-2.642000000000000459e-01,4.130000000000000338e-02,-3.919000000000000261e-01,-9.020000000000000240e-02,-2.603999999999999648e-01,0.000000000000000000e+00
1.903704545454545372e-01,1.931428040925771417e-01,1.899516719340273718e-01,-2.460000000000000034e-02,2.838000000000000522e-01,-1.085900000000000087e+00,-4.499999999999997752e-02,-2.587000000000000410e-01,7.450000000000001066e-02,-4.398000000000000242e-01,-8.160000000000000586e-02,-2.836999999999999522e-01,0.000000000000000000e+00
1.888159090909090898e-01,1.930973045406618738e-01,1.885378886518072894e-01,-2.740000000000000074e-02,3.413000000000000478e-01,-1.145700000000000163e+00,-5.179999999999997801e-02,-2.534000000000000141e-01,1.096000000000000030e-01,-4.880000000000000449e-01,-7.169999999999999984e-02,-3.066999999999999726e-01,0.000000000000000000e+00
1.872212662337662259e-01,1.930805137310064312e-01,1.870950093220315191e-01,-3.000000000000000236e-02,3.964000000000000301e-01,-1.198200000000000154e+00,-6.329999999999998128e-02,-2.482000000000000040e-01,1.463000000000000134e-01,-5.367000000000000659e-01,-6.089999999999999580e-02,-3.295999999999999486e-01,0.000000000000000000e+00
1.855926948051948022e-01,1.930848436330457885e-01,1.856239530501967161e-01,-3.240000000000000518e-02,4.493000000000000327e-01,-1.244300000000000184e+00,-7.899999999999998690e-02,-2.431999999999999995e-01,1.843000000000000194e-01,-5.860000000000000764e-01,-4.929999999999999660e-02,-3.524999999999999245e-01,0.000000000000000000e+00
1.839271103896103765e-01,1.931013246480277057e-01,1.841266219615511623e-01,-3.470000000000000862e-02,5.003000000000000780e-01,-1.284600000000000186e+00,-9.839999999999998748e-02,-2.384000000000000008e-01,2.234000000000000152e-01,-6.360000000000001208e-01,-3.719999999999999696e-02,-3.754999999999999449e-01,0.000000000000000000e+00
1.822368506493506346e-01,1.931270554974980902e-01,1.826048741393419272e-01,-3.680000000000000632e-02,5.495000000000000995e-01,-1.319600000000000106e+00,-1.211999999999999883e-01,-2.336999999999999911e-01,2.634000000000000230e-01,-6.866000000000000991e-01,-2.459999999999999687e-02,-3.986999999999999433e-01,0.000000000000000000e+00
1.805219155844155765e-01,1.931563871876754157e-01,1.810624887789509807e-01,-3.870000000000000523e-02,5.970000000000000862e-01,-1.349700000000000122e+00,-1.470999999999999808e-01,-2.290999999999999981e-01,3.041000000000000369e-01,-7.378000000000001224e-01,-1.169999999999999686e-02,-4.220999999999999197e-01,0.000000000000000000e+00
1.787853896103895890e-01,1.931854959860424270e-01,1.794999803159528229e-01,-4.050000000000000822e-02,6.428000000000000380e-01,-1.375200000000000200e+00,-1.758999999999999730e-01,-2.247000000000000108e-01,3.454000000000000403e-01,-7.896000000000000796e-01,1.400000000000003672e-03,-4.457999999999999186e-01,0.000000000000000000e+00
1.770272727272726998e-01,1.932138580459338006e-01,1.779196818779330835e-01,-4.220000000000000834e-02,6.869000000000000661e-01,-1.396400000000000308e+00,-2.071999999999999675e-01,-2.204000000000000126e-01,3.872000000000000441e-01,-8.420000000000000817e-01,1.470000000000000473e-02,-4.696999999999998954e-01,0.000000000000000000e+00
1.752537337662337380e-01,1.932386272796209337e-01,1.763235129254420164e-01,-4.370000000000000967e-02,7.294000000000000483e-01,-1.413500000000000201e+00,-2.407999999999999585e-01,-2.162000000000000033e-01,4.294000000000000594e-01,-8.949000000000000288e-01,2.810000000000000692e-02,-4.938999999999998947e-01,0.000000000000000000e+00
1.734678571428571181e-01,1.932602768309802099e-01,1.747151954646695426e-01,-4.510000000000000814e-02,7.701000000000000068e-01,-1.426700000000000301e+00,-2.764999999999999680e-01,-2.121000000000000107e-01,4.719000000000000417e-01,-9.482000000000000428e-01,4.160000000000001197e-02,-5.182999999999998719e-01,0.000000000000000000e+00
1.716665584415584256e-01,1.932750275516370575e-01,1.730952934651936170e-01,-4.640000000000001068e-02,8.091000000000000414e-01,-1.436200000000000365e+00,-3.140999999999999903e-01,-2.081000000000000072e-01,5.146000000000000574e-01,-1.002000000000000002e+00,5.510000000000001008e-02,-5.428999999999998272e-01,0.000000000000000000e+00
1.698590909090909040e-01,1.932814483310971165e-01,1.714647948825708812e-01,-4.760000000000001036e-02,8.463000000000000522e-01,-1.442200000000000371e+00,-3.533999999999999919e-01,-2.042000000000000204e-01,5.574000000000001176e-01,-1.056200000000000028e+00,6.860000000000000819e-02,-5.677999999999998604e-01,0.000000000000000000e+00
1.680454545454545534e-01,1.932814326988221698e-01,1.698264650885367988e-01,-4.870000000000000717e-02,8.817000000000000393e-01,-1.444800000000000306e+00,-3.941000000000000059e-01,-2.004000000000000226e-01,6.003000000000001668e-01,-1.110700000000000021e+00,8.210000000000000631e-02,-5.928999999999998716e-01,0.000000000000000000e+00
1.662256493506493460e-01,1.932722051686547871e-01,1.681822689141935778e-01,-4.970000000000000806e-02,9.152000000000000135e-01,-1.444100000000000383e+00,-4.360999999999999877e-01,-1.967000000000000137e-01,6.432000000000002160e-01,-1.165499999999999980e+00,9.550000000000000155e-02,-6.181999999999998607e-01,0.000000000000000000e+00
1.643996753246753095e-01,1.932537342672132619e-01,1.665322345564509421e-01,-5.060000000000000608e-02,9.467999999999999750e-01,-1.440300000000000358e+00,-4.791999999999999593e-01,-1.931000000000000216e-01,6.861000000000002652e-01,-1.220599999999999907e+00,1.088000000000000078e-01,-6.436999999999998279e-01,0.000000000000000000e+00
1.625706168831168585e-01,1.932269694297313878e-01,1.648777553387782979e-01,-5.140000000000000818e-02,9.763999999999999346e-01,-1.433600000000000430e+00,-5.231999999999999984e-01,-1.896000000000000185e-01,7.290000000000003144e-01,-1.275899999999999812e+00,1.220000000000000112e-01,-6.693999999999997730e-01,0.000000000000000000e+00
1.607446428571428221e-01,1.931891680652342291e-01,1.632208178456518166e-01,-5.210000000000000742e-02,1.004000000000000004e+00,-1.424000000000000377e+00,-5.680000000000000604e-01,-1.862000000000000322e-01,7.717000000000002746e-01,-1.331399999999999917e+00,1.350999999999999979e-01,-6.952999999999998071e-01,0.000000000000000000e+00
1.589124999999999566e-01,1.931413019422849320e-01,1.615628183303342291e-01,-5.280000000000000665e-02,1.029600000000000071e+00,-1.411700000000000399e+00,-6.134000000000000563e-01,-1.829000000000000348e-01,8.143000000000002458e-01,-1.387100000000000000e+00,1.479999999999999927e-01,-7.212999999999998302e-01,0.000000000000000000e+00
1.570865259740259201e-01,1.930833670728586693e-01,1.599037880683356616e-01,-5.340000000000000996e-02,1.053200000000000136e+00,-1.396800000000000486e+00,-6.592999999999999972e-01,-1.797000000000000264e-01,8.567000000000002391e-01,-1.442900000000000071e+00,1.607999999999999985e-01,-7.474999999999998312e-01,0.000000000000000000e+00
1.552605519480518836e-01,1.930149952638710031e-01,1.582461042362426074e-01,-5.390000000000001040e-02,1.074800000000000200e+00,-1.379400000000000404e+00,-7.056000000000000050e-01,-1.765000000000000180e-01,8.989000000000002544e-01,-1.498800000000000132e+00,1.733999999999999986e-01,-7.737999999999998213e-01,0.000000000000000000e+00
1.534376623376622617e-01,1.929324911078161009e-01,1.565904249859578490e-01,-5.440000000000001085e-02,1.094400000000000261e+00,-1.359600000000000364e+00,-7.521999999999999797e-01,-1.734000000000000263e-01,9.408000000000003027e-01,-1.554800000000000182e+00,1.857000000000000040e-01,-8.002999999999997893e-01,0.000000000000000000e+00
1.516209415584414688e-01,1.928372235190932149e-01,1.549358026268200794e-01,-5.480000000000000843e-02,1.112000000000000322e+00,-1.337500000000000355e+00,-7.989999999999999325e-01,-1.704000000000000237e-01,9.824000000000002730e-01,-1.610900000000000221e+00,1.978000000000000036e-01,-8.269999999999997353e-01,0.000000000000000000e+00
1.498073051948051182e-01,1.927274948266004262e-01,1.532856214468205081e-01,-5.510000000000001008e-02,1.127600000000000380e+00,-1.313200000000000367e+00,-8.458999999999999853e-01,-1.675000000000000377e-01,1.023600000000000287e+00,-1.667100000000000248e+00,2.096000000000000085e-01,-8.537999999999997813e-01,0.000000000000000000e+00
1.479998376623375966e-01,1.926023303020913402e-01,1.516385773742071619e-01,-5.540000000000001174e-02,1.141200000000000436e+00,-1.286800000000000388e+00,-8.929000000000000270e-01,-1.646000000000000241e-01,1.064400000000000235e+00,-1.723400000000000265e+00,2.211000000000000187e-01,-8.807999999999998053e-01,0.000000000000000000e+00
1.462016233766233186e-01,1.924627542844786210e-01,1.499960685276863215e-01,-5.560000000000001052e-02,1.152800000000000491e+00,-1.258300000000000418e+00,-9.400000000000000577e-01,-1.618000000000000271e-01,1.104800000000000226e+00,-1.779700000000000282e+00,2.323000000000000065e-01,-9.079999999999998073e-01,0.000000000000000000e+00
1.444095779220778697e-01,1.923050984862099688e-01,1.483587994709060220e-01,-5.580000000000000931e-02,1.162500000000000533e+00,-1.227700000000000458e+00,-9.871000000000000885e-01,-1.590000000000000302e-01,1.144700000000000273e+00,-1.836100000000000287e+00,2.431000000000000105e-01,-9.353999999999997872e-01,0.000000000000000000e+00
1.426267857142856643e-01,1.921280487681072680e-01,1.467278338979721986e-01,-5.590000000000001218e-02,1.170200000000000573e+00,-1.195100000000000495e+00,-1.034200000000000008e+00,-1.563000000000000222e-01,1.184000000000000163e+00,-1.892600000000000282e+00,2.535000000000000031e-01,-9.629999999999997451e-01,0.000000000000000000e+00
1.408532467532467025e-01,1.919316422457836568e-01,1.451032340714395741e-01,-5.600000000000001504e-02,1.176000000000000600e+00,-1.160600000000000520e+00,-1.081299999999999928e+00,-1.537000000000000310e-01,1.222700000000000120e+00,-1.949200000000000266e+00,2.635000000000000120e-01,-9.907999999999997920e-01,0.000000000000000000e+00
1.390889610389609843e-01,1.917135642511900440e-01,1.434847303113431505e-01,-5.610000000000001791e-02,1.179900000000000615e+00,-1.124100000000000543e+00,-1.128399999999999848e+00,-1.511000000000000398e-01,1.260800000000000143e+00,-2.005900000000000460e+00,2.730000000000000204e-01,-1.018899999999999695e+00,0.000000000000000000e+00
1.373370129870129241e-01,1.914698338568287805e-01,1.418754293067152061e-01,-5.610000000000001791e-02,1.182000000000000606e+00,-1.085600000000000565e+00,-1.175499999999999767e+00,-1.486000000000000376e-01,1.298100000000000254e+00,-2.062700000000000422e+00,2.819000000000000394e-01,-1.047299999999999676e+00,0.000000000000000000e+00
1.355974025974025221e-01,1.911984727441879972e-01,1.402727368809975894e-01,-5.610000000000001791e-02,1.182200000000000584e+00,-1.045100000000000584e+00,-1.222699999999999676e+00,-1.461000000000000354e-01,1.334600000000000231e+00,-2.119700000000000362e+00,2.902000000000000135e-01,-1.076099999999999612e+00,0.000000000000000000e+00
1.338701298701298059e-01,1.908948160602933763e-01,1.386761028456430511e-01,-5.610000000000001791e-02,1.180500000000000549e+00,-1.002600000000000602e+00,-1.269999999999999574e+00,-1.437000000000000222e-01,1.370200000000000307e+00,-2.177000000000000490e+00,2.978000000000000091e-01,-1.105399999999999716e+00,0.000000000000000000e+00
1.321551948051947478e-01,1.905562347094366671e-01,1.370876692351699067e-01,-5.600000000000001504e-02,1.176900000000000501e+00,-9.579000000000006398e-01,-1.317399999999999682e+00,-1.413000000000000089e-01,1.404800000000000271e+00,-2.234600000000000364e+00,3.045999999999999819e-01,-1.135199999999999765e+00,0.000000000000000000e+00
1.304525974025973478e-01,1.901780664983394598e-01,1.355069250046901375e-01,-5.590000000000001218e-02,1.171400000000000441e+00,-9.110000000000005871e-01,-1.365099999999999758e+00,-1.390000000000000124e-01,1.438300000000000356e+00,-2.292600000000000193e+00,3.104999999999999982e-01,-1.165599999999999747e+00,0.000000000000000000e+00
1.287654220779220204e-01,1.897519623983713044e-01,1.339340981649940476e-01,-5.580000000000000931e-02,1.164000000000000368e+00,-8.618000000000005656e-01,-1.413099999999999801e+00,-1.367000000000000159e-01,1.470500000000000362e+00,-2.351100000000000190e+00,3.153000000000000247e-01,-1.196799999999999642e+00,0.000000000000000000e+00
