9.054519957693236976e-02,6.911124864131544809e-01,2.207145361448922816e-01,-7.105538122521407041e-02,-2.578704353093124180e-01,-7.196918013542835668e-01
6.103883310511957344e-02,8.358480299772208522e-01,1.843654639840522080e-01,-8.040635850260169359e-02,-2.552461066794070033e-01,-6.774642426270309770e-01
3.107311048984709792e-02,9.808579044065333097e-01,1.503204503719824947e-01,-8.972559706265843815e-02,-2.494042316334152409e-01,-6.347458972268427146e-01
3.134245270824619588e-03,1.126567817775527169e+00,1.187717327627245689e-01,-9.916449722819566104e-02,-2.417196337156167218e-01,-5.911110946553335133e-01
-1.565705994834611439e-02,1.222088378201803271e+00,9.596947333969099714e-02,-1.029566905302407576e-01,-2.326874649113209459e-01,-5.531788868768813261e-01
-2.474177997185583386e-02,1.258113907501549278e+00,8.106786857826892012e-02,-1.023289487079865751e-01,-2.232464482530280014e-01,-5.233286722155436888e-01
-2.619692230115715573e-02,1.240211877691287823e+00,7.108463781280735527e-02,-1.001638495967147463e-01,-2.142503880213136036e-01,-5.011959426295055087e-01
-2.191368659064442739e-02,1.172197817435157274e+00,6.368044141890800980e-02,-9.873309281187900299e-02,-2.059279563703459714e-01,-4.862590983300658642e-01
-1.469707878784109675e-02,1.066194015698262332e+00,5.802975471496680387e-02,-9.910013677354195805e-02,-1.980264151865614164e-01,-4.764981374355916621e-01
-8.746124173112679659e-03,9.920123778372473833e-01,5.212864265003314124e-02,-9.814278560739311819e-02,-1.902089151609860918e-01,-4.592627201084978350e-01
-5.086256032214088105e-03,9.765040589070712596e-01,4.540883427947760981e-02,-9.759008903694109394e-02,-1.824896217538246324e-01,-4.307560499271215204e-01
-2.332043887767650415e-03,9.862857401420790371e-01,3.859010706005312069e-02,-9.659791892092203791e-02,-1.748631039274047005e-01,-3.994619882852611381e-01
3.148543724211151645e-05,1.007364068447207606e+00,3.193924172611703471e-02,-9.466832605549894974e-02,-1.673143472128334475e-01,-3.676670742715173468e-01
2.252681882497507664e-03,1.032543557378316379e+00,2.560921748386214836e-02,-9.171887977093573507e-02,-1.598476864214197213e-01,-3.364101307949735609e-01
